Apocalypse Now,4.0,,,,,4.0,,,4.0,,,,,,4.0,,,,,,,,,,4.5,,,,,,5.0,,4.0,,,,,,,,2.0,,5.0,,,,5.0,,,,,,,,,4.5,,,,,,,,,,,,,,,5.0,,,4.5,4.5,,,,,,,,5.0,4.0,,,,,,,,,5.0,,,,,5.0,3.5,5.0,,,5.0,,,5.0,4.0,,3.5,,,3.5,,,,,3.0,,,,,3.5,4.0,,,,,,,,4.0,,,,,,,4.0,,5.0,,,,,,4.5,,,3.0,,,5.0,3.0,5.0
Apollo 13,,,,3.0,4.0,4.5,,5.0,,3.5,,,,,4.0,,,,,,,5.0,3.0,,,4.0,,,,4.0,,,,,4.0,,3.5,3.0,,,,,5.0,,,,,3.0,,4.0,,,,,5.0,,,,,,,,5.0,,,,,,,4.0,,,,4.5,3.0,,,,,,,,3.0,,4.5,,,,4.0,,,,,,,,,,3.5,,,4.0,,,5.0,5.0,,,,,,5.0,,,,,,3.0,,,,4.5,3.5,5.0,,,,,,,5.0,,,,,,,,,4.0,,,,3.0,4.0,4.5,5.0,3.0,3.5,,3.5,,2.0,
Armageddon,,,,,,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,3.5,,,,,,,,,,,,,,,3.0,,,,3.0,,,,3.0,,,,3.0,2.5,,,,,,,,,,1.5,3.0,,,,,,3.0,,,,,,,5.0,4.0,,,3.0,,,,,,2.5,,,4.5,,,1.0,3.5,
As Good as It Gets,,,,,,0.5,3.5,5.0,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,3.0,,,4.0,3.5,,,,,,,,4.0,,,,,,4.0,,,,,,,,,4.0,3.5,,,4.0,,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,5.0,,,,,,,,,,,3.5,,5.0,,4.0,,,,,,3.5,3.0,,,4.0,3.5,4.0
Austin Powers: International Man of Mystery,5.0,,,,,3.5,,,,,3.0,,,,,,,,,,4.0,5.0,,,,,,,,,,2.0,,4.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.5,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,2.0,4.5,3.0,2.0,4.5,,,4.0,,,5.0,,,,,,,3.5,3.5,,,,,,3.5,,,,,,,,,,,5.0,,,,,,3.5,,,,,,5.0,3.0,
Austin Powers: The Spy Who Shagged Me,,,,,,2.0,,,,,3.0,2.5,,,,,,,,,,4.0,,,,,,,,,,3.0,,3.0,,4.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,5.0,,,,,,,5.0,,,4.0,,3.0,,,,3.0,,3.0,,,,,,,,3.0,,,,,,,,,3.0,,,,,,2.0,4.0,3.0,,4.5,,0.5,3.5,,,5.0,,,,,,,3.0,4.5,,,,3.0,,4.0,,,,,,,,,3.0,,5.0,,,,,,2.5,,1.5,,,,5.0,3.0,
Avatar,,,,,,,2.5,,,,,4.0,3.5,,,,,,,,,,2.5,,2.0,,,4.0,,,,3.0,,2.0,4.0,,2.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.5,,,,,,,4.0,4.0,4.0,,,,,,,,3.5,,,,,3.0,,,,,,,,,,4.0,,,,,,,4.5,3.0,,,,4.0,5.0,,,,,,,,,,,,,,,,,,4.5,,,,,,5.0,3.5,,,,,4.0,,,,3.5,,,,,3.0,,,4.5
Babe,,,,4.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,2.5,,,,,,,,,5.0,,,,,5.0,,,,2.0,,,,,,5.0,1.0,,,,4.0,,,,,,,,,,,,4.0,3.5,,,,,,,,,,,,,,,,,,5.0,,5.0,,,4.0,,,3.0,,,,4.0,4.0,,,,,3.5,,,,,,4.0,2.0,,,4.5,4.0,,,,,,3.5,,,5.0,,,,,,,,,,,,,,,,4.0,,,4.0,4.0,3.5,
Back to the Future,5.0,,,,,5.0,,,,4.5,4.0,5.0,,,4.0,4.0,,,,4.0,,3.5,,,,,,4.5,,4.0,5.0,2.0,,,4.0,,2.5,,,,,,5.0,,,,,,4.0,,,,,3.0,,,,,,5.0,4.0,4.0,,,,,5.0,,,5.0,4.0,,,5.0,5.0,4.0,,,,3.5,,,,2.5,,,,,4.0,4.0,5.0,,,,,,,5.0,4.0,,,4.0,,,4.5,,5.0,,3.5,,,3.5,,,,,,,4.0,,,4.5,5.0,,,,,4.5,,5.0,5.0,4.0,,,,5.0,4.0,,,3.0,,4.5,5.0,,,4.5,,,,,4.0,5.0,2.0,5.0
Batman,4.0,,,3.0,3.0,3.0,,,,4.5,5.0,3.5,,,,,5.0,,,4.0,,,,,,3.0,,,,,,3.0,,,,5.0,,3.0,,,,,4.0,,,4.0,,3.0,,3.0,,,4.0,,,,,,,,,,3.0,,,,,,,3.0,4.0,,,3.5,3.0,3.5,,,,,,,,,,,,,2.5,,,,,,,4.0,,,3.0,4.5,,,3.0,4.0,,,3.0,,,,,,,,,,,3.0,,,,4.0,4.5,3.0,,,,,,,3.0,,,,3.0,,,,,3.0,,,,2.0,,3.0,5.0,,4.5,,3.5,4.0,3.0,4.5
Batman Begins,,,,,,2.0,5.0,,,4.0,,3.5,2.5,,,,,,,,,,,,2.5,,,5.0,,,,,,2.0,,,3.5,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,4.5,,,,,,,,,4.0,,,,,3.5,,,,,,,,,5.0,4.0,4.5,,,,3.0,4.0,,5.0,,,,,4.5,4.0,,,,,,,3.5,,3.5,4.0,,,,,,,,,,,,,5.0,,,,,,4.0,,,,4.0,,,,,4.0,,,4.0
Batman Forever,,,,3.0,3.0,,,3.0,,,2.0,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,1.0,,3.0,,,0.5,,3.0,,,,,3.0,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,3.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,2.5,,,,,,,,3.0,,,,3.5,,,,,,,,,,,3.0,1.0,,,,,,2.0,,3.0,,,,3.0,,,,,3.0,,,3.0,,,2.5,3.0,,,,2.5,3.0,2.5,3.0
"Beautiful Mind, A",,,,,,4.5,4.0,,,,,,3.5,,,,,,1.0,,,,,,,,,4.5,,4.5,,,,4.0,,,,,,,3.5,,,3.0,,,,,,,,5.0,3.0,,,,,,2.5,,,,,,,,5.0,,,,,,,5.0,3.0,,,,,,,,,3.5,,,,,5.0,,,,,,,,,3.5,4.0,3.5,,,,,4.5,,,,,,4.5,4.0,,,,,,,,,,3.5,4.0,,,,,,,4.0,,,,,,,,4.0,,,,,,,,4.0,,4.0,,,3.0,,4.5,
Beauty and the Beast,,,,5.0,5.0,3.5,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,5.0,,3.0,,,,4.0,,,,,3.0,,,,,3.0,,3.0,,4.0,5.0,,,,,5.0,3.5,,,,5.0,,,,,,,,,,,,4.0,4.5,,,,,,,,3.5,,,,,,,,,,3.0,,4.0,,,4.0,,,,,,,,4.0,,,,4.0,,,,,,,3.0,,,,5.0,3.0,,,,4.0,,3.5,,,5.0,,,3.0,5.0,,,,,,,,,,4.5,5.0,3.5,5.0,,3.5,,2.5,
Being John Malkovich,4.0,,,,,,,,,,4.0,,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,4.5,,,,,,,,,,,3.0,3.5,,,,,,,,,4.5,,,,,,4.5,4.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,4.0,4.0,,,,,,,,,2.5,,,,,3.5,4.0,,,,5.0,,,4.0,,,,,,,,,,5.0,,,4.0,,,,,,,,,,2.0,
"Big Lebowski, The",5.0,,,,,,,,,5.0,3.0,,,,,,,,,,,5.0,,,3.5,,,4.5,,,,,,,,4.0,4.0,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,5.0,,,,,,,,3.0,4.0,,0.5,,,5.0,,,,,,,,,5.0,,5.0,,,3.0,1.0,,,5.0,,,,,4.5,,,,,,,,,,3.5,3.5,,,,,,3.5,3.5,,,,,,,,,3.5,4.0,4.0,,,,,4.0,,,,,,4.0,4.0,4.5
Blade Runner,,,,,,,,,4.5,3.5,4.0,3.5,5.0,,,,,,,,,3.0,,,4.0,,,,,,5.0,,4.0,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,5.0,,,,4.0,3.5,,,,,,,,3.5,,,,,5.0,,,,5.0,,,,,4.5,,,,,,3.5,5.0,,5.0,,3.5,,,5.0,,5.0,,,,,,,,3.0,4.0,,,,,,,5.0,5.0,,,,,,,5.0,,4.0,,,,,,4.5,,,,,4.0,4.0,3.5,5.0
"Bourne Identity, The",,,,,,,,,,,,4.0,3.5,,,,,,,,,5.0,,,,,,,,,5.0,,,0.5,,,3.5,,,,,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,4.25,3.5,4.5,,,,,,,3.0,,,,,,,,4.0,,,,,,,3.5,,,,,,,5.0,,4.0,,,,4.5,4.0,,,,,,,,4.0,,3.5,2.0,,,,,,,,,,,,,,4.5,,4.0,,,3.5,,,,3.5,,,,,3.5,,4.5,4.0
Braveheart,4.0,,,4.0,5.0,,,5.0,,4.5,,,,,,,,0.5,,,,5.0,,,,5.0,,4.5,,,,1.0,3.5,,3.5,4.0,3.5,,,,,,4.0,,,4.0,,4.0,,3.0,,,,,3.5,,4.0,,3.5,,,,4.0,,,,,,,3.0,5.0,,,,5.0,2.5,,5.0,,,,,5.0,,,,,5.0,,,4.5,,,,,3.0,,,4.0,4.0,,,4.0,,3.5,,4.0,,,,4.0,4.5,,,,,,4.0,5.0,,,3.0,5.0,3.0,5.0,,,,,,3.0,,,,5.0,,3.5,,,5.0,,5.0,,5.0,,4.0,5.0,3.0,5.0,,,5.0,4.0,4.5
"Breakfast Club, The",,,,,,,,,,,2.0,,,,,,,,,5.0,,4.0,2.5,,2.5,,,,,4.0,4.5,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,,,,,,,2.0,,,4.0,3.0,3.0,,,,,,,,3.5,,,,,,,,,,,,,,3.5,4.0,,,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,3.5,3.5,,,,4.0,,,,,5.0,,,,,,,,5.0,,,,,,,,1.5,,,3.5,5.0,4.0,4.0
"Bug's Life, A",,,,,,,,,,,3.0,3.0,,,,,,,,,,5.0,,,,,,,,,,4.0,,4.0,,,4.0,,,,0.5,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,4.0,3.0,3.0,,,,,,,,3.5,,,,,3.5,4.0,,,,,,,,,3.0,,,5.0,,,,,5.0,,,,,,,,,,,,3.0,,,4.0,3.0,,,,5.0,,3.0,,,5.0,,,,,,,,,,,,,,,,2.5,,,,,4.0,3.5
Casablanca,,,,,,,4.0,,3.5,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,,4.0,,,4.0,,,5.0,,,,,,,,,,,5.0,,,,,,,3.0,,3.0,4.0,,,,,,,,,,,,,,5.0,,5.0,,,,,,3.5
Cast Away,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,3.5,4.0,,,,,,,4.0,,,,,,5.0,,3.0,,,,,,,,4.0,,,3.0,,,,,4.0,,,,3.5,3.0,,,,,,,,4.5,,3.5,4.5,,,,,,,3.5,,,,,,,,,,,,,,,,3.5,,,,,3.0,,3.0,3.5
Catch Me If You Can,,,,,,4.0,,,,,,3.5,,,,,,,,,,5.0,2.0,,,,,4.5,,,,,,4.0,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.5,,5.0,,,,,5.0,3.5,2.0,,,,,,,5.0,4.0,,,,,5.0,,4.0,,,,,,,3.5,4.5,3.5,,,,3.5,4.5,,4.0,,,,4.0,3.5,,,,,,,,3.5,,4.0,5.0,,,,,,,,,,,,,5.0,4.0,,5.0,,,,,,,3.5,,2.0,,,3.0,,4.0,3.5
Clear and Present Danger,4.0,,,3.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,5.0,,4.0,,3.5,,,,,4.0,,4.0,,,,,,,3.5,,,,,,4.0,,,,3.0,3.0,5.0,,,,,,,5.0,,,,5.0,,,,,,,,,4.0,,3.5,4.0,,,,,3.0,,
Clerks,3.0,,,,,,,,,,3.0,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,1.5,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,4.0,,,,,,,,4.0,,,,,,,,,,,,4.0,4.5,,,,,,5.0,,,,,,5.0,,3.5,3.5,,,,,4.5,,,4.0,,,,,,,,,,,,5.0,,,3.5,1.5,,,,,,,,,,,,,,,,,,4.5,,,5.0,,,,,4.0,,,3.0,2.5,
Cliffhanger,,,,,4.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,3.0,,,,3.0,,,,,2.5,,,,,,3.0,,,,,2.5,4.0,,,,,,,,,,,3.0,,,3.0,,,,,,3.0,,,3.0,,,,,2.0,,
"Clockwork Orange, A",5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,,,,,5.0,3.0,,1.5,,5.0,,,,,2.5,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,,,2.0,,,5.0,,,,4.0,,,,,,,,,3.5,,0.5,,,5.0,,,,,,,,,4.0,4.0,5.0,,,,,,,,4.0,4.0,,4.0,4.5,,,,,,,,,,3.5,4.0,,,4.0,,,,,,3.0,,,,,,,,4.0,,,,,,3.0,,,,,,5.0,3.5,
Clueless,,,,3.0,,,,,,,,,,,,,3.0,,,,,3.0,,,,5.0,,,,,4.0,4.0,,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.5,,,4.0,,3.5,,,,,,,,3.0,,,,,,,,,,3.5,2.5,,,,1.0,,4.0,,,,,,,,,,,4.0,,,,,,,4.0,,4.5,,4.0,4.0,3.0,
Crimson Tide,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,1.5,5.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,4.0,,5.0,,,,,,,,,,,,,4.0,,,,3.5,3.5,5.0,,,,,,,5.0,,,,5.0,,,2.5,,,,4.5,,4.0,3.0,4.0,4.0,,,,,,,
"Crouching Tiger, Hidden Dragon (Wo hu cang long)",,,,,,,,,,,,,4.5,,,,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,3.5,,,,,,,,,3.0,,,,,4.5,,,,,,,,,,4.0,4.0,,,,,,3.5,3.5,,,,,,,,,,,,,,,,3.5,,4.5,,,4.0,,4.0,5.0
Dances with Wolves,4.0,,,5.0,5.0,,,,,4.5,,,,,,,,,,,,4.0,3.5,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,4.0,3.5,,,,,,,,,,3.0,,,,4.0,,,,,,,3.0,,,,,5.0,3.0,,,,,,,,3.5,,,,,,,,,4.0,4.0,,4.0,,,3.5,,,,,,3.5,,,,,,4.5,,,,,,,4.0,,,,3.5,5.0,5.0,,,,,,,,5.0,,,5.0,,,,,,,,5.0,3.0,5.0,3.0,4.0,,,,,,3.0,
"Dark Knight, The",,4.5,,,,,4.5,,4.5,4.5,,3.5,3.0,5.0,,,,,,,,,,,3.0,,5.0,5.0,4.5,,,,,4.0,5.0,,5.0,,,,,,,,,,,,,,,,,,5.0,4.0,,,4.5,,,5.0,,,,,,,5.0,,,,,5.0,4.5,4.0,,,,,,,4.0,4.0,3.5,,,,3.0,,,,4.5,,,,,5.0,4.5,,,,,,,,5.0,,,,4.0,5.0,5.0,,5.0,,,,,3.0,,,,,,4.0,,,3.5,,,,,,,,,,,,4.0,4.5,,,,4.5,,,,,4.0,,,4.5
"Departed, The",,4.0,,,,1.0,,,,4.0,,,2.5,,4.5,,,,,,,,,,,,,4.5,,,,,,4.5,,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.5,,,,,,,,,5.0,,4.5,,,,4.5,,,,,,,,,4.0,4.0,4.0,,,,,4.5,,,,,,2.5,5.0,5.0,,,,,,,,,4.0,4.5,,,,,,,,,,,,,,,,5.0,,4.5,,,,,4.0,,,,,,,,5.0
Die Hard,,,,,,,,,,4.0,,3.5,,,,5.0,5.0,2.5,,4.0,,3.0,,,3.5,,,,3.0,,5.0,,,2.0,,5.0,,,,,,,2.0,,,,,,,,,,,,4.5,,,,,,,5.0,,,,,,,,,4.0,,,,3.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,4.0,,,,5.0,,,,2.0,4.5,,,4.0,,,,,,,3.0,3.5,,5.0,,,,,,,,,,,5.0,4.5,,,4.0,,,,,,4.0,,,5.0,,4.0,4.0,3.0,5.0
Die Hard: With a Vengeance,,,,,3.0,4.0,,3.0,,,3.0,3.5,,,4.0,4.0,,,,,,5.0,,,3.0,4.0,,,,,,,,,,1.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,3.5,,,,,,,,,,4.0,,5.0,,,,,,,2.0,,3.5,,5.0,,,,2.0,,,,,,,3.0,,,,,3.0,5.0,,,,,,,3.0,,,,3.0,5.0,,,4.5,,,,,4.0,,3.0,3.0,,4.5,,,,,
Donnie Darko,,,,,,,,,3.5,,,,1.5,,,,,,,,,,0.5,,,,,4.0,,,4.0,,,4.0,,,,,,,4.5,,,,,,,,,,,4.0,,4.0,,5.0,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,3.0,,,,,4.5,,2.0,,,,,,,5.0,5.0,,,,,4.0,,,4.0,,4.0,,,5.0,,4.5,,,3.5,,,,,4.5,5.0,,,,,,4.0,,,,,,,,,5.0,,,3.0,,,,,3.0,,,,,5.0,,4.5,5.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,,,,,4.0,,,4.5,4.5,,,,,4.5,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,4.0,3.5,,,,,,,,5.0,4.0,,3.0,,,5.0,,,,4.5,,,,,,,,,,,,4.0,,5.0,5.0,4.0,,,4.0,,,,,,,,,,4.5,,,,4.0,,,,5.0,,,,,,,,4.0,,,,,,,,4.5,,,,,,,4.0,4.5
Dumb & Dumber (Dumb and Dumber),5.0,,,,3.0,,,,,,2.0,,,4.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,5.0,,,,,,,,,2.0,,4.0,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,3.0,1.0,,,1.0,,2.5,,,,,,,5.0,,,3.5,4.0,,,,2.0,4.0,2.0,3.0,2.5,,,,,3.0,4.0
E.T. the Extra-Terrestrial,5.0,,,,,,,,,,5.0,,,,,,,,,4.0,,5.0,4.0,,,,,4.5,,4.5,,,,,,4.0,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,5.0,4.5,2.0,,,5.0,,,,3.5,,,,,3.5,,,,,,,,,,3.5,,,5.0,,,3.5,,4.0,,,,3.0,,,,,,,,,,,4.0,5.0,,,,,,,,2.0,5.0,,,,,,,,5.0,,4.0,,,4.0,4.5,,,,,4.0,5.0,2.5,4.5
Eternal Sunshine of the Spotless Mind,,,,,,,,,3.5,,,,3.5,,,,,,,,,,,,,,,4.5,,4.5,5.0,2.5,,3.5,,,,,,,5.0,,,,,,,,,,,,,,,4.5,,,3.0,,,,,,,,5.0,3.5,5.0,,,,,,4.5,,,,5.0,,,4.0,4.0,4.5,,,,,4.5,,,,,,,,,5.0,5.0,,,,,4.0,2.5,,,,4.0,,,4.0,4.0,4.0,,,3.5,,,,,4.5,4.5,,,5.0,,,,,,,,,,5.0,,4.0,5.0,,,,,,,,,,,,3.5,,4.5,5.0
Fargo,5.0,,,3.0,3.0,,,,4.5,,,,,,,,5.0,,,5.0,,,,,4.0,,,,,,4.5,4.0,4.5,,,4.0,,,4.0,,,,5.0,,,,5.0,,,,,,,,,,,,3.0,,,,,,,5.0,,5.0,,4.0,5.0,,,,4.0,2.0,3.0,,,,,,5.0,4.0,,,,,5.0,,,,5.0,,3.0,,,,4.0,5.0,,,4.0,2.0,,,4.0,,,,,5.0,,,,,,,,,,4.0,4.0,,,4.5,,,,,,,,,3.0,,,,3.5,5.0,,,,,,4.0,,4.5,,,,,3.0,4.5
