movieId,title
593,Pirates of the Caribbean: At World's End
594,Pirates of the Caribbean: Dead Man's Chest
595,Pirates of the Caribbean: The Curse of the Black Pearl
596,Pitch Black
597,Planet of the Apes
598,Platoon
599,"Player, The"
600,Pleasantville
601,Pocahontas
602,Poltergeist
603,"Postman, The (Postino, Il)"
604,Predator
605,"Prestige, The"
606,Pretty Woman
607,Pretty in Pink
608,Primal Fear
609,"Princess Bride, The"
610,Princess Mononoke (Mononoke-hime)
611,"Producers, The"
612,Psycho
613,Pulp Fiction
614,Punch-Drunk Love
615,"Pursuit of Happyness, The"
616,Quantum of Solace
617,"Quick and the Dead, The"
618,Quiz Show
619,Raging Bull
620,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)
621,Rain Man
622,Raising Arizona
623,Ransom
624,Ratatouille
625,Rear Window
626,Red Dragon
627,Remember the Titans
628,Requiem for a Dream
629,Reservoir Dogs
630,"Ring, The"
631,Risky Business
632,"River Wild, The"
633,Road Trip
634,"Road Warrior, The (Mad Max 2)"
635,Road to Perdition
636,Rob Roy
637,Robin Hood
638,Robin Hood: Men in Tights
639,RoboCop
640,"Rock, The"
641,"Rocketeer, The"
642,Rocky
643,"Rocky Horror Picture Show, The"
644,Roger & Me
645,Romancing the Stone
646,Ronin
647,Rosemary's Baby
648,Rounders
649,"Royal Tenenbaums, The"
650,Rudy
651,Rumble in the Bronx (Hont faan kui)
652,Run Lola Run (Lola rennt)
653,Runaway Bride
654,"Running Man, The"
655,Rush Hour
656,Rush Hour 2
657,Rushmore
658,Sabrina
659,"Santa Clause, The"
660,Saving Private Ryan
661,Saw
662,Say Anything...
663,Scarface
664,Scary Movie
665,Schindler's List
666,School of Rock
667,Scott Pilgrim vs. the World
668,Scream
669,Scream 2
670,Searching for Bobby Fischer
671,Sense and Sensibility
672,Serenity
673,Seven (a.k.a. Se7en)
674,Seven Samurai (Shichinin no samurai)
675,Sgt. Bilko
676,Shakespeare in Love
677,Shallow Hal
678,Shanghai Noon
679,Shaun of the Dead
680,"Shawshank Redemption, The"
681,Sherlock Holmes
682,Sherlock Holmes: A Game of Shadows
683,"Shining, The"
684,Showgirls
685,Shrek
686,Shrek 2
687,Shutter Island
688,Sideways
689,Signs
690,"Silence of the Lambs, The"
691,"Simpsons Movie, The"
692,Sin City
693,Singin' in the Rain
694,Sister Act
695,Sixteen Candles
696,"Sixth Sense, The"
697,Skyfall
698,Sleepless in Seattle
699,Sleepy Hollow
700,Sling Blade
701,Slumdog Millionaire
702,Snatch
703,Sneakers
704,Snow White and the Seven Dwarfs
705,So I Married an Axe Murderer
706,"Social Network, The"
707,Some Like It Hot
708,"Sound of Music, The"
709,Source Code
710,"South Park: Bigger, Longer and Uncut"
711,Space Jam
712,Spaceballs
713,"Specialist, The"
714,Species
715,Speed
716,Spider-Man
717,Spider-Man 2
718,Spider-Man 3
719,Spirited Away (Sen to Chihiro no kamikakushi)
720,Splash
721,Stand by Me
722,Star Trek
723,Star Trek II: The Wrath of Khan
724,Star Trek III: The Search for Spock
725,Star Trek IV: The Voyage Home
726,Star Trek VI: The Undiscovered Country
727,Star Trek: First Contact
728,Star Trek: Generations
729,Star Trek: Insurrection
730,Star Trek: The Motion Picture
731,Star Wars: Episode I - The Phantom Menace
732,Star Wars: Episode II - Attack of the Clones
733,Star Wars: Episode III - Revenge of the Sith
734,Star Wars: Episode IV - A New Hope
735,Star Wars: Episode V - The Empire Strikes Back
736,Star Wars: Episode VI - Return of the Jedi
737,Star Wars: Episode VII - The Force Awakens
738,Stardust
739,Stargate
740,Starship Troopers
741,"Sting, The"
742,Stranger than Fiction
743,Stripes
744,Striptease
745,Super Size Me
746,Superbad
747,Superman
748,Superman II
749,Swingers
750,Swordfish
751,Taken
752,"Talented Mr. Ripley, The"
753,Tank Girl
754,Taxi Driver
755,Team America: World Police
756,"Terminal, The"
757,Terminator 2: Judgment Day
758,Terminator 3: Rise of the Machines
759,"Terminator, The"
760,Thank You for Smoking
761,That Thing You Do!
762,The Butterfly Effect
763,The Count of Monte Cristo
764,The Devil's Advocate
765,The Hunger Games
766,The Imitation Game
767,The Lego Movie
768,The Machinist
769,The Martian
770,The Revenant
771,Thelma & Louise
772,There's Something About Mary
773,"Thin Red Line, The"
774,"Thing, The"
775,This Is Spinal Tap
776,"Thomas Crown Affair, The"
777,Thor
778,Three Kings
779,"Three Musketeers, The"
780,Time Bandits
781,"Time to Kill, A"
782,Tin Cup
783,Titanic
784,To Die For
785,To Kill a Mockingbird
786,Tombstone
787,Tommy Boy
788,Tomorrow Never Dies
789,Tootsie
790,Top Gun
791,Total Recall
792,Toy Story
793,Toy Story 2
794,Toy Story 3
795,Trading Places
796,Traffic
797,Training Day
798,Trainspotting
799,Transformers
800,Tron
801,Tropic Thunder
802,Troy
803,True Grit
804,True Lies
805,True Romance
806,"Truman Show, The"
807,"Truth About Cats & Dogs, The"
808,Twelve Monkeys (a.k.a. 12 Monkeys)
809,Twister
810,U-571
811,Unbreakable
812,Underworld
813,Unforgiven
814,"Untouchables, The"
815,Up
816,Up in the Air
817,"Usual Suspects, The"
818,V for Vendetta
819,Vanilla Sky
820,Vertigo
821,WALL·E
822,Wag the Dog
823,Walk the Line
824,Wallace & Gromit: A Close Shave
825,Wallace & Gromit: The Wrong Trousers
826,War of the Worlds
827,Watchmen
828,Waterworld
829,Wayne's World
830,Wedding Crashers
831,"Wedding Singer, The"
832,West Side Story
833,What About Bob?
834,What Women Want
835,What's Eating Gilbert Grape
836,When Harry Met Sally...
837,While You Were Sleeping
838,Whiplash
839,Who Framed Roger Rabbit?
840,"Whole Nine Yards, The"
841,Wild Things
842,Wild Wild West
843,William Shakespeare's Romeo + Juliet
844,Willow
845,Willy Wonka & the Chocolate Factory
846,Witness
847,"Wizard of Oz, The"
848,"Wolf of Wall Street, The"
849,"World Is Not Enough, The"
850,"Wrestler, The"
851,"X-Files: Fight the Future, The"
852,X-Men
853,X-Men: First Class
854,X-Men: The Last Stand
855,X2: X-Men United
856,Yes Man
857,You've Got Mail
858,Young Frankenstein
859,Zodiac
860,Zombieland
861,Zoolander
862,Zootopia
